date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:54	467/467	---M--	200	added ('OK')	image/gif	etag:%22e118796-1d3-43b92cc423e40%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:55	482/482	---M--	200	added ('OK')	image/gif	etag:%22e118797-1e2-43b92cc423e40%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:55	33350/33350	---M-Z	200	added ('OK')	text/html	etag:%22c0d2dc1-8246-52e117502e900%22	http://aetos.it.teithe.gr/~iliou/cs4601/lab.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/lab.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:55	452/452	---M--	200	added ('OK')	image/gif	etag:%22e119c17-1c4-43b92ccbc5040%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:55	463/463	---M--	200	added ('OK')	image/gif	etag:%22e119c18-1cf-43b92cccb9280%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:56	27194/27194	---M-Z	200	added ('OK')	text/html	etag:%22c0c8596-6a3a-4926ab6a073c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/work.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/work.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:56	493/493	---M--	200	added ('OK')	image/gif	etag:%22e1187b7-1ed-43b92cc7f4740%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:56	499/499	---M--	200	added ('OK')	image/gif	etag:%22e1187b8-1f3-43b92cc7f4740%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:56	26370/26370	---M-Z	200	added ('OK')	text/html	etag:%22c0d2db3-6702-492535a8d6780%22	http://aetos.it.teithe.gr/~iliou/cs4601/reading.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/reading.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:56	479/479	---M--	200	added ('OK')	image/gif	etag:%22e118783-1df-43b92cc23b9c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:57	485/485	---M--	200	added ('OK')	image/gif	etag:%22e118784-1e5-43b92cc23b9c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:57	29881/29881	---M-Z	200	added ('OK')	text/html	etag:%22c0d2d98-74b9-50f889ce86c80%22	http://aetos.it.teithe.gr/~iliou/cs4601/grads.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/grads.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:57	453/453	---M--	200	added ('OK')	image/gif	etag:%22e1187ac-1c5-43b92cc60c2c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_hbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:57	461/461	---M--	200	added ('OK')	image/gif	etag:%22e1187ad-1cd-43b92cc60c2c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_hbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:58	25552/25552	---M-Z	200	added ('OK')	text/html	etag:%22c0d2dad-63d0-50f895ab06880%22	http://aetos.it.teithe.gr/~iliou/cs4601/links.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/links.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:58	56/56	---M--	200	added ('OK')	image/gif	etag:%22856cb44-38-43b92d70c1580%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/row2.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/row2.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:58	25477/25477	---M-Z	200	added ('OK')	text/html	etag:%22c0d2d9f-6385-50f88b6c6bd00%22	http://aetos.it.teithe.gr/~iliou/cs4601/index.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/index-2.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:58	241/241	---M--	200	added ('OK')	image/gif	etag:%22e118789-f1-43b92cc32fc00%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/home_cmp_dbd-cool-tabs-blue110_gbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/home_cmp_dbd-cool-tabs-blue110_gbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:58	28653/28653	---M-Z	200	added ('OK')	text/html	etag:%22c0d2db1-6fed-50f895ab06880%22	http://aetos.it.teithe.gr/~iliou/cs4601/nea.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/nea.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:59	232/232	---M--	200	added ('OK')	image/gif	etag:%22e1187b3-e8-43b92cc700500%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/nea.htm_cmp_dbd-cool-tabs-blue110_gbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/nea.htm_cmp_dbd-cool-tabs-blue110_gbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:59	25616/25616	---M-Z	200	added ('OK')	text/html	etag:%22c0d2d91-6410-50f88ae5f3fc0%22	http://aetos.it.teithe.gr/~iliou/cs4601/contact.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/contact.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:59	269/269	---M--	200	added ('OK')	image/gif	etag:%22e118781-10d-43b92cc23b9c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/contact.htm_cmp_dbd-cool-tabs-blue110_gbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/contact.htm_cmp_dbd-cool-tabs-blue110_gbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:16:59	83/83	---M--	200	added ('OK')	image/gif	etag:%22856cb45-53-43b92d70c1580%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/row3.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/row3.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:00	438/438	---M--	200	added ('OK')	image/gif	etag:%22e11878c-1b6-43b92cc32fc00%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/index.htm_cmp_dbd-cool-tabs-blue110_bnr.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/index.htm_cmp_dbd-cool-tabs-blue110_bnr.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:00	58/58	---M--	200	added ('OK')	image/gif	etag:%22856cb33-3a-43b92d6643cc0%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/127-spacer.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/127-spacer.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:00	201/201	---M--	200	added ('OK')	image/gif	etag:%22856cb4b-c9-43b92d71b57c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/yellow-top.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/yellow-top.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:00	126/126	---M--	200	added ('OK')	image/gif	etag:%22856cb4a-7e-43b92d71b57c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/yellow-fill.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/yellow-fill.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:00	24649/24649	---M-Z	200	added ('OK')	text/html	etag:%22c0d2da2-6049-50f88cc883240%22	http://aetos.it.teithe.gr/~iliou/cs4601/journal.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/journal.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:01	32894/32894	---M-Z	200	added ('OK')	text/html	etag:%22c0d2d8a-807e-50f895ab06880%22	http://aetos.it.teithe.gr/~iliou/cs4601/books.htm	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/books.html	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:01	219/219	---M--	200	added ('OK')	image/gif	etag:%22856cb41-db-43b92d6a145c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/left-blue-top.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/left-blue-top.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:01	84/84	---M--	200	added ('OK')	image/gif	etag:%22856cb40-54-43b92d6a145c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/left-blue-mid.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/left-blue-mid.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:01	146/146	---M--	200	added ('OK')	image/gif	etag:%22e119c0e-92-43b92ccad0e00%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:02	189/189	---M--	200	added ('OK')	image/gif	etag:%22e119c0f-bd-43b92ccad0e00%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:02	123/123	---M--	200	added ('OK')	image/gif	etag:%22e1187a8-7b-43b92cc60c2c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lecture.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lecture.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:02	171/171	---M--	200	added ('OK')	image/gif	etag:%22e1187a9-ab-43b92cc60c2c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lecture.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lecture.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:02	171/171	---M--	200	added ('OK')	image/gif	etag:%22e1187a0-ab-4645f11f85240%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lab1.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lab1.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:03	220/220	---M--	200	added ('OK')	image/gif	etag:%22e1187a1-dc-4645f11f85240%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lab1.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lab1.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:03	148/148	---M--	200	added ('OK')	image/gif	etag:%22e118799-94-43b92cc423e40%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:03	192/192	---M--	200	added ('OK')	image/gif	etag:%22e11879a-c0-43b92cc518080%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/lab.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:03	134/134	---M--	200	added ('OK')	image/gif	etag:%22e119c1a-86-43b92cccb9280%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:03	179/179	---M--	200	added ('OK')	image/gif	etag:%22e119c1b-b3-43b92cccb9280%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/work.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:04	163/163	---M--	200	added ('OK')	image/gif	etag:%22e1187ba-a3-43b92cc7f4740%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:04	205/205	---M--	200	added ('OK')	image/gif	etag:%22e1187bb-cd-43b92cc8e8980%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/reading.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:04	155/155	---M--	200	added ('OK')	image/gif	etag:%22e118786-9b-43b92cc32fc00%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:04	203/203	---M--	200	added ('OK')	image/gif	etag:%22e118787-cb-43b92cc32fc00%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/grads.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:05	136/136	---M--	200	added ('OK')	image/gif	etag:%22e1187af-88-43b92cc700500%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_vbtn.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:05	182/182	---M--	200	added ('OK')	image/gif	etag:%22e1187b0-b6-43b92cc700500%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/links.htm_cmp_dbd-cool-tabs-blue110_vbtn_a.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:05	142/142	---M--	200	added ('OK')	image/gif	etag:%22856cb3f-8e-43b92d6a145c0%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/left-blue-bottom.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/left-blue-bottom.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:05	23468/23468	---M--	200	added ('OK')	image/gif	etag:%22c0d2d99-5bac-4a02b515e1200%22	http://aetos.it.teithe.gr/~iliou/cs4601/Greekchapterlogo.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/Greekchapterlogo.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:05	60/60	---M--	200	added ('OK')	image/gif	etag:%22856cb34-3c-43b92d6737f00%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/147-spacer.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/147-spacer.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:06	820/820	---M--	200	added ('OK')	image/gif	etag:%22856cb3a-334-43b92d682c140%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/bottom1.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/bottom1.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:06	79/79	---M--	200	added ('OK')	image/gif	etag:%22856cb3b-4f-43b92d682c140%22	http://aetos.it.teithe.gr/~iliou/cs4601/images/bottom2.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/images/bottom2.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/)
10:17:06	473/473	---M--	200	added ('OK')	image/gif	etag:%22e119c0d-1d9-43b92ccad0e00%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_hbtn_p.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_hbtn_p.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/syllabus.htm)
10:17:07	56/56	---M--	200	added ('OK')	image/gif	etag:%22c0d2db6-38-43b92d9039fc0%22	http://aetos.it.teithe.gr/~iliou/cs4601/row2.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/row2.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/syllabus.htm)
10:17:07	83/83	---M--	200	added ('OK')	image/gif	etag:%22c0d2db7-53-43b92d9039fc0%22	http://aetos.it.teithe.gr/~iliou/cs4601/row3.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/row3.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/syllabus.htm)
10:17:07	368/368	---M--	200	added ('OK')	image/gif	etag:%22e119c0a-170-43b92cc9dcbc0%22	http://aetos.it.teithe.gr/~iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_bnr.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/_derived/syllabus.htm_cmp_dbd-cool-tabs-blue110_bnr.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/syllabus.htm)
10:17:07	58/58	---M--	200	added ('OK')	image/gif	etag:%22c0d2dbf-3a-43b92d9039fc0%22	http://aetos.it.teithe.gr/~iliou/cs4601/127-spacer.gif	F:/Lab4-iliou/aetos.it.teithe.gr/_iliou/cs4601/127-spacer.gif	(from http://aetos.it.teithe.gr/~iliou/cs4601/syllabus.htm)
